Gene	Correlation
TMEM259	0.5290548455346563
DEUP1	0.5287532823394672
SLC19A3	0.5279929854759509
TSSC4	0.527846319380697
GOLGA6L6	0.5274434589401537
FAM209B	0.5263512724824284
RAB27A	0.5259938436243277
CXorf49B	0.5258876331468942
RSPO3	0.5257402107937746
MYOG	0.5257082422016653
OR56A4	0.5250903382866072
SEC22A	0.5248750852408688
CFAP206	0.5246226054444126
SDF2L1	0.5245756638097762
ATP2B3	0.5241104345134224
TPPP2	0.5231463664353813
OTX2	0.5230882958370902
RBBP6	0.5229729225421582
ADCY1	0.5219686595649263
GRIP2	0.5219287458978755
SEC11C	0.5215646655912687
TGM4	0.5204237931058645
XPO6	0.5203765626118452
HSPB2	0.5202801800302267
RPE65	0.5200748188848106
SNAPC5	0.5195068067461056
CCDC85A	0.5193766754113425
WNT9A	0.5192629923476141
FAM47C	0.5189842406661632
ANAPC2	0.5189147837862652
DDOST	0.5188567767679537
C1QTNF2	0.5187972357929167
TMEM235	0.5185137963027061
PCDHGA2	0.5182197133602222
KLK7	0.5175153360936138
GPC5	0.5173196147544165
LCN6	0.5171158859164112
CPB2	0.5170487265723017
PPT1	0.5167736504705412
MFAP5	0.5165413480915392
ZNF684	0.5163522437416677
MARCKS	0.5162104427281872
EOLA1	0.5161782341606181
PPIH	0.5159282972570077
FDCSP	0.5157065933624077
CTSD	0.5156122926999009
TCEAL2	0.5148830385548724
SPTBN5	0.513984679808152
BTNL2	0.5136100181852191
SYNC	0.5130252387749685
IL13RA2	0.5129086548496515
EMP2	0.5112730939398767
OR2A7	0.5112718158563023
HSFX2	0.5108239665541188
HCN2	0.5095839080397196
OPRM1	0.5082034448149725
C2CD6	0.5078019711773204
ELAPOR1	0.5074432245860291
PAPOLB	0.5074405095842723
PTPRF	0.5073491695518623
TMEM214	0.5072282053262227
SEZ6L2	0.5068658867056923
GALNT16	0.5067398921711298
TBX4	0.5067337350098848
FAM83B	0.5065921463945147
RTL3	0.5063835040704399
KIAA2012	0.5055863587630786
NDUFA11	0.5050051066422278
SKIV2L	0.5046997814102845
FAM71E1	0.5046398670046787
RITA1	0.504464927265566
DMRTA2	0.5043720638683278
FGF16	0.5040789324085175
TENM2	0.5040423403076325
LRCOL1	0.5038030433841482
ATP6AP1	0.5035764561740855
CPN1	0.5035481964150235
SERPINE3	0.50283895544478
FOLH1	0.5027284961001789
FRMPD1	0.5025280869020007
OSTC	0.5023760055771274
ISL1	0.502111080549917
C11orf52	0.5019459255064395
UGT3A1	0.501932767289082
RIMS2	0.5018634658309034
COX4I2	0.5013916751149594
GALR3	0.5009372472768422
APP	0.5004561872138436
PSMD13	0.5002284076292162
MCOLN3	0.4996123947706481
NXT2	0.49919701827016
SLC25A10	0.4991201280156367
PPA2	0.49911384409575
SNAI2	0.4990085723651026
LMAN2	0.49891375126484916
SIVA1	0.4985539894357059
NGF	0.4979792274256499
ZMYND12	0.49791733423081497
CYP46A1	0.4978662628004447
BOLA2-SMG1P6	0.4976137254839502
AIG1	0.4974914794765639
KCNK2	0.49690996262620823
IQCE	0.49685280924689623
PDLIM4	0.4968334106581389
KRT12	0.4961812278988607
NDST3	0.49615625344193387
NOMO1	0.49549395753931447
ATP6V0B	0.4954868349293201
MYO10	0.4954661603221077
TMEM203	0.4949595405422978
SEC61G	0.4948498311853316
COG7	0.49481433292631416
FOXD1	0.49428628822997095
AC099489.1	0.4941831247168247
GIMAP1-GIMAP5	0.4940331187245989
ANKS1B	0.49385631440190436
FOXD4L1	0.493465666372835
CACNG7	0.4931373067594498
DUXB	0.49299030989055803
ZFP69B	0.4926298622576081
CYP1A2	0.4920736270706597
CCL8	0.4918834205384747
FOXS1	0.4904430776296383
VCX	0.4900172837374786
OVCH2	0.48978600761053176
CYP27C1	0.48960542098856774
PRPF3	0.4891750497466613
GLT6D1	0.48902385240195084
CIB1	0.4888866435923471
WDR5	0.48860683540121297
MAGEE1	0.4879648444920943
PPP1R14D	0.48794962121692304
GPX8	0.48789861284453506
TXNDC11	0.4878462466361752
PATE2	0.48773347067974826
CTAGE4	0.4875617666388169
PEX11B	0.4869117361965602
SLC24A4	0.48632991126861974
MGAT4D	0.48622517703697504
KBTBD13	0.48618727395461636
TGFBR3	0.4852901246352208
EXO5	0.4851830608180257
PHLDB2	0.4845116091499503
HSPA5	0.48423574026439326
PADI6	0.4840033124021396
THSD7A	0.4836020300519743
DMRT2	0.48322287879047254
TSPYL5	0.4828819291191686
CEACAM8	0.4828183679388272
ZNF506	0.4824718839896598
SMIM10L2B	0.48216746027836693
ZNF99	0.4813379150674257
GSTP1	0.4810436913167679
CHI3L1	0.4809422824266558
HNRNPCL4	0.48083265534246
DUSP29	0.48021965016378626
ETFB	0.4798063331475137
CTAGE15	0.4797274830856419
HMGA1	0.4795794516045855
POLN	0.47955942184719175
RAMP1	0.4794390141940691
NPTX1	0.47895366286555874
COL17A1	0.4788570561505492
DLK2	0.4786640011097358
SAXO1	0.478065753875818
GRK1	0.47736255460022853
LUZP2	0.4772210992502554
POMT1	0.47676297266468814
PCDH8	0.47637575760128503
PGAM2	0.4760445321838308
PDIA5	0.475625015450598
FOXF1	0.4752832419425655
EBF2	0.47503507017510177
METRN	0.4744909421084103
YAP1	0.4740564439796653
MAP7D2	0.47388987227371565
SLC1A7	0.47383380531361946
C13orf42	0.4730092184716668
TMEM200B	0.4729280174346676
PEX5L	0.47285435099834167
CLEC2L	0.4720691058439833
MPC1	0.47186803845260933
RXRA	0.4717751371544427
AGRN	0.4715147073277625
COL8A1	0.47102940921864805
CFAP73	0.4702582335576489
TTF1	0.4698553208290839
AMIGO3	0.46985120714242595
ANKRD45	0.46966152094432484
CCDC160	0.4694899720085666
OR3A2	0.469430719287339
SNCAIP	0.46942945465367897
SPRYD3	0.4690943596673062
ZNF132	0.46803545877703423
NPAS4	0.467974787635858
THUMPD3	0.4676921785591733
EDDM3A	0.4676612139287501
ACVR1C	0.46734606932035494
ABLIM2	0.4673292092912616
ST8SIA2	0.4672455207030083
RRH	0.4669972116933825
KCNQ3	0.46651563451067124
GRM8	0.46631740011121164
RLF	0.46626278433128876
ZNF174	0.466133725623806
ALPK3	0.46574826709634737
BHLHE22	0.4652835615962677
VN1R2	0.46489417112682524
ADRA1B	0.46488165309420876
SLC8B1	0.4648715505554335
LSM7	0.46418558284570144
LAMP2	0.46385849996266754
RFPL1	0.4635888043460056
COL6A1	0.46338303404205505
C1orf50	0.4630474416868099
TRAPPC8	0.46273193168108545
KCNG4	0.4625146531513229
LRGUK	0.46247383257317254
NOMO2	0.46238688918858223
FRMPD4	0.4622620610179458
PLP1	0.46213277483086435
SCN3B	0.4616770587279336
TMEM115	0.4616162427859265
KLF14	0.461356647420805
AOC1	0.46002797132145656
SHROOM4	0.4596510041221032
BSN	0.4596311408959407
LRR1	0.4585127092430317
COLGALT1	0.45836422446449826
OLFML3	0.45796972501118804
HORMAD2	0.4577829965749659
LRIT1	0.457707393715521
SOX11	0.457101300331506
CHRDL1	0.45652710613118686
PPIL6	0.4564525015854629
KCNJ5	0.4562830914523802
NUBP2	0.4561512354105435
TMPRSS12	0.4558103103521175
FAM95C	0.45534802446588796
MANBAL	0.4551304943037581
PACRG	0.4550944321491726
PIGQ	0.4549876369327578
MYDGF	0.45477472408405645
AP001453.3	0.4544310261584532
AJAP1	0.45442885888159695
CCN4	0.45433901542442195
NKX2-5	0.45415610780904553
XAGE2	0.453967924274616
C1orf105	0.45380888239315664
PCDHB9	0.4530226897552213
ERVMER34-1	0.45290973332076695
PERCC1	0.4527415795927832
BRCC3	0.4522372847047761
PIWIL1	0.45205570261351874
SLIT3	0.45204544204716846
CNTN4	0.4518795520351944
QSOX2	0.451575499325954
CD300LG	0.45148180119618925
MMP27	0.45130571907132866
NADK	0.4512771591478099
TIMM21	0.4512223036085772
WDR61	0.451051280272431
ZNF454	0.4509504143205732
CLTA	0.4505965247232438
SHE	0.4502851449704211
ARHGEF5	0.4501173163907688
DNAJB9	0.44992353374771404
TMED7-TICAM2	0.4498554662665888
CALR	0.449561456901652
ARL6IP1	0.4495498372560088
XG	0.44933960187932415
RFTN2	0.4492067849691442
PCDHGA10	0.4491642643613923
IMPA2	0.4489031080940246
TMED3	0.44880540413870584
GSC2	0.448423868041018
SLC39A2	0.44840640936579007
FUNDC2	0.4483389518559692
GRAMD4	0.4482983041211631
RRAGD	0.4481989078082996
PPP1R37	0.44806762160914704
CMYA5	0.4477295025402576
FOXD4L3	0.44769478980199295
RRP8	0.4475715808724638
FP565260.3	0.44745646681634926
PDIA6	0.447398937108314
IGFBP1	0.4472988545762365
TXN	0.44718337792056795
TMPRSS9	0.4470804361102259
CADM2	0.4467189106847792
CPA4	0.44649910869942144
RAB5IF	0.4460930857041334
RAMP3	0.4459910400757667
ANKRD24	0.4458350910734666
LGI2	0.44579124782303564
QSOX1	0.4453572729923121
RGSL1	0.445343631417724
TRPM5	0.44531575513677635
GTSF1	0.4450488495561591
SIX2	0.4440659519269162
ZNF75D	0.44396539292630766
RAB39A	0.44394680848131385
ZMAT2	0.4437396589343553
FAM186A	0.44321898598156156
EN2	0.442480543388498
QPCTL	0.44247973964799076
GPR50	0.4421218099129043
TLX3	0.4417213499158865
HHIPL1	0.441385289765101
LCNL1	0.44105386808746594
CSDC2	0.4408619946422825
TMEM59	0.44062884385572454
TMEM186	0.44050999526312057
POP4	0.4403750664092279
DAB2IP	0.44014038944554873
SMAP2	0.4399752129593826
DYDC2	0.43996650155957906
DNAI3	0.43969465998172136
APLP1	0.4393876916904298
LRRC17	0.43926334213796325
STMN1	0.4390089965994091
ALAS1	0.4388799612572019
CSNK1G2	0.43864491811135653
FAM9C	0.43858524691400214
GPR27	0.4383433125940848
EOLA2	0.4381055988343871
KCNJ2	0.43791956701415025
PDE6H	0.4377433166464728
AC090517.4	0.4376875737511291
IGSF5	0.4375378317255024
SERINC5	0.43735084344393454
TENT5A	0.4373300384926075
CBY1	0.4368759604973784
PLA2G7	0.436695497748231
IGLON5	0.4366883197232037
BLCAP	0.436618980760657
PEG3	0.43632161728532354
YBX1	0.436200996263309
SYNM	0.4361643395866378
DAPK3	0.4359716777384938
UBA52	0.43588807964010434
MYL6	0.4352144252887491
FOXE3	0.43508154760327283
LMOD2	0.43465456014327736
ALG2	0.43411499508080637
TPD52L2	0.43406297243755376
TMEFF2	0.4337964135946785
TMTC1	0.4337750444977675
PCDHB1	0.43334648123816727
TEDC1	0.4332365175012266
TLN2	0.43238398520716154
ATP4B	0.4323240396135842
DRAXIN	0.4316476970939134
CDH13	0.4315435736093991
RASAL1	0.4315238590854629
FAM174C	0.4314905446503264
HPCAL4	0.4309269169054394
GARNL3	0.4307226778785829
HEXA	0.43045770465990063
HPD	0.4300129208946256
COL12A1	0.42966035259548574
ZKSCAN7	0.429499306122115
MSTN	0.42892829457629217
CTSA	0.4289149402633047
TREX2	0.42882282245513975
NDUFA5	0.4287570749782066
OTX1	0.42854841415930456
ERN2	0.4285195800592871
CITED4	0.42751730738333704
DNAJC5B	0.426926278526374
SESN3	0.42692213944754864
RHBDF1	0.4267249144953252
NLRP2B	0.42671902063877015
FKBP2	0.42662499867247955
GPX4	0.42603552114066745
PCDHGA3	0.4255589398241909
DOHH	0.4253820171918964
SLIT2	0.42522115672692945
MTCH2	0.4249956142576634
FBLL1	0.4249287304454387
DNAJC5	0.4248040677953698
RNASET2	0.424716094519216
DYNC1H1	0.4241728293524717
PROK1	0.42399042502861356
ZNF598	0.42359431732512515
ABHD17C	0.423555445216996
COLCA2	0.4235331255511344
NINJ1	0.4235184682666373
PCDHB4	0.42346112352441884
CNIH2	0.42323784348019783
CREG2	0.423095982943234
OR8S1	0.4228552732113706
INSL5	0.4227066105162072
ODF3L2	0.4226798982252218
LMNB2	0.4225183464030653
UGT1A10	0.4223975648511445
HCFC1	0.4223317280059133
PGP	0.42231711306616543
TPBGL	0.4220373453494959
CPA2	0.4218327603925348
ROPN1B	0.4215612936638368
PDIA3	0.4214898707762671
APMAP	0.42113777812152586
PPP6R2	0.42100166961319674
SDS	0.4208669601413671
FBXO6	0.4206583167160263
FUT7	0.4205834164225243
ATOH8	0.42046833356547175
SGTA	0.42030014354833706
TMEM37	0.4202995760592573
DUSP26	0.4202948365603029
SIGLEC15	0.4202569296708521
ATP6AP2	0.4202557776224016
RAB17	0.41999874085942596
GLCCI1	0.41943579191449215
PAX1	0.4192101441241508
TAPBP	0.4189054403944559
SLC39A11	0.4187154186111683
FABP4	0.4186992061792704
OS9	0.4182605760985751
TELO2	0.41775196134260467
DAZAP1	0.41750156715090303
CAP2	0.4174203216684735
SLC16A14	0.41730563906204665
SULT1A4	0.41725799955790616
GOLGB1	0.4171706106785434
PCDHGC5	0.4170567930238226
EME2	0.41703352645613095
GGT1	0.41696727433871267
SFT2D1	0.41693102764317275
ZNF101	0.4168408989007852
PABPC1L2A	0.4168365613867643
EXOSC3	0.4166684701411223
RLBP1	0.4165776757066912
KCNQ4	0.4164816656828131
GPR179	0.4164318518528256
RARB	0.4159024774229862
NTMT1	0.4156009751800582
SLC17A5	0.4155650071372761
SERPINC1	0.4154704474370378
OVCH1	0.4153872629712093
TCF7L1	0.4152387025616821
VWA3A	0.41520362625153245
TRMT2A	0.41489193713361616
ARFIP2	0.4148765119387725
ZNF668	0.4144523028735003
SEC61A1	0.41431962803686534
TRIML2	0.4142974536401767
IFI30	0.41412450336446793
GLYR1	0.4136594741218845
TEAD1	0.4133649980491475
HSD17B10	0.4133602108753655
ARHGEF33	0.4132308544213594
MFSD12	0.4131209079876971
GOLGA5	0.4129431466493937
NMBR	0.4125895661739549
PCDHAC1	0.41243870696939927
UNC13B	0.4120774708400401
CORO2B	0.4120127619056468
WDR83OS	0.41172448488996033
EIF4E3	0.41159096962869574
PI3	0.4114383526653451
NEFL	0.411194359447679
ZCCHC12	0.41052536692104247
MAD2L1	0.4104024114068205
PTPRJ	0.4103909715072414
VPS37C	0.41035111308062794
RNPS1	0.4102311054555229
SLC35C2	0.4100203705218077
C1orf185	0.4096787574562932
ALKBH1	0.4095195928896979
CCL26	0.4094748917709303
HAPLN1	0.40930413499985757
UGT1A6	0.40917522554086355
TIAF1	0.40900962789721623
TTLL13P	0.4088893342063237
MAGEA4	0.4087921906760811
ANKRD62	0.4084229102496856
CXCR5	0.4083279125203609
SYT14	0.4082762645128291
FAT1	0.40814726207865665
MEIOB	0.40783126258008395
ZNF200	0.4077541803405649
DKK3	0.4075716287152945
PRSS12	0.40756692927353844
SEMA3D	0.4073918035854064
COLEC12	0.40736750859967186
GPR78	0.4067100495805654
SOX13	0.40663908182799635
TBC1D3E	0.40655789413444826
LYPD2	0.4065325817992394
CAND2	0.40643109999166077
MRPL55	0.4062365176694585
ARFRP1	0.40566487775519694
LRP3	0.4056364183737623
LZTS1	0.4055259746357057
PCDHGC4	0.4052689293806205
NLGN4Y	0.40514857141753036
CXCL14	0.405096566636477
ZNF564	0.40501403320948787
ZNF843	0.40491263912419184
PODXL2	0.4048487707498698
B4GALT5	0.40463480638370186
EFHD2	0.404355540475365
TOMM7	0.4041343855451651
GPR153	0.40408992102368246
ANKRD29	0.40377689503156466
CXorf49	0.4037645371866998
TMEM255B	0.40326751245240683
CGB7	0.40318685484479205
FBXO44	0.4031844639771366
RHBDL1	0.403094416036985
TMEM128	0.4030850229786009
TCFL5	0.4030613967209193
SNCB	0.403026958682554
MAPK8IP1	0.4028836157525962
SLC22A31	0.40263395746072894
CCDC148	0.40259433926366495
SCG3	0.4025684821811992
PAQR4	0.4024330046322528
ZMPSTE24	0.4023839400676078
METTL26	0.4023395682980637
PCDHGA1	0.40202503993383165
NPTX2	0.40201968686582373
SMCO4	0.4013608142662142
COL11A1	0.40123923836756975
CALU	0.4010272979326546
NXN	0.4009204451334947
ZNF492	0.40085263736042726
JPT2	0.4008103170226486
ZNF658	0.40075584718551327
DOLK	0.4007268517701701
SLC38A11	0.40071395659186376
DNAAF5	0.40069249077201
ATP5PB	0.4005936416723179
ZNF275	0.4003766492306248
USP20	0.4003187823075368
ZFP92	0.39958990749076373
NDUFB11	0.3992825811932296
PCP4L1	0.3991711086532439
PPARG	0.3984180428728116
CCDC80	0.398406042264576
SYNDIG1	0.39827117048447663
C4orf17	0.3979971783362623
CCDC30	0.397987620807339
OR2A42	0.39779744899262504
RNF141	0.3977123899149628
AK5	0.39769489992948265
BCAR3	0.39738132296147505
MT3	0.3968584080020477
MAP3K13	0.3968516829045788
POLR2E	0.396627814302603
COL6A2	0.39634605258062383
IL37	0.3960617967727592
ATP9A	0.3957933270445409
P4HA3	0.3954982585695117
GNA14	0.3954930270959012
MGAT4A	0.3952784014475424
MICOS10	0.39478944271596045
CSPG5	0.3946268561527365
MCEMP1	0.39462306538645814
POLE3	0.3944997610845121
LAS1L	0.39449383960225626
SCUBE2	0.3944256609552947
MT-ND4L	0.39427159331516076
EHMT1	0.39425540209354387
PREB	0.39423063558576543
LSM3	0.3940493483778265
NAP1L4	0.3936123961772976
TTC7A	0.39359336789941085
STRA8	0.3935654473480451
KTI12	0.3935213660091328
MMP2	0.3933513843929601
ELOA3C	0.39285065570152516
AXIN1	0.39238631751176944
FITM2	0.39221811627491454
ANPEP	0.3921806244708372
HTR4	0.392166737440942
ART1	0.3921165892721926
B3GNT4	0.39203365161461373
SYNGR2	0.39201577111991104
FGF20	0.3917708953649798
TNFSF11	0.391113309405548
POU1F1	0.39098304857350796
SRPX	0.3908565945346938
MRPS17	0.39065207559543735
GPATCH4	0.3905841001484492
VMA21	0.3905766763277432
NRK	0.39037942828403294
TMEM52B	0.39006703812655996
CCL27	0.3898666760890046
BARX1	0.3896404949227653
VAX2	0.38963653992109
FAM209A	0.3895191446592335
STAB2	0.38939742329026306
STPG4	0.3893047108770884
MRPL20	0.389027604260914
HAUS7	0.38892276391549874
TJP1	0.3884991601228321
CEACAM6	0.38843236629384803
DPP7	0.3883293010394683
BAK1	0.38807060083464656
PLCD4	0.3879232417699833
ZNF691	0.3877158061671888
RTL6	0.3876882967672383
COX5A	0.3876673367796875
ATP6V1C2	0.38760002034344093
TRABD	0.3870241852450742
FRG2C	0.3869373061875577
CRACR2B	0.38686218112258375
ZNF263	0.38677280048423696
CCIN	0.3867277196005867
TFAP4	0.38622829376412493
MBLAC1	0.38620860153953396
SMIM4	0.38611123318013085
TMEM266	0.38600049301975126
SPDYA	0.38575450627713337
LEMD2	0.38549501350584897
CHTF18	0.3854601902800256
TDRD10	0.3854152389479159
GLUD2	0.3851772660141548
MUC19	0.384762154294525
ISLR2	0.3845558124721067
NANS	0.3844251094086317
BTBD18	0.3844016780484817
CYTH3	0.3843962957765192
LMLN2	0.3841315945784743
TMX2	0.38337643072123717
TBC1D20	0.3832661437109994
ADGRF3	0.38315767611681983
KCTD14	0.38313010136981257
HSPA2	0.38311319097000757
UQCR11	0.3829602405357325
EDAR	0.38261291478391
GINM1	0.382120608718801
ADNP	0.38194888348805256
TMEM248	0.3817390701914414
CDH3	0.3817240485810118
AKR1A1	0.3814480022838572
CPEB2	0.38142256005148406
MANF	0.3810867683719393
NPDC1	0.38107306515739803
TCHH	0.3807598579305482
NECTIN1	0.3807399900368284
SEC16A	0.380671431070029
JTB	0.3804357704040379
PHKG2	0.38040702443439556
C14orf119	0.38029048200782706
MLEC	0.38019049887736167
CEP43	0.38009277710712225
STX19	0.3799975988839418
SHROOM2	0.3796081332889614
CNR1	0.3794480806064016
RHOU	0.3793756509685262
PTDSS2	0.37935345642665275
WDR90	0.3791882477722097
IGF2R	0.37904680642893257
GM2A	0.37889276869653826
SLC2A4RG	0.3786322517510862
NXPH2	0.37854748714030395
SLC1A3	0.37843990935726224
SEC24D	0.3784094639529494
PIK3CD	0.37836940833267535
EPS8L3	0.3783569604348582
ALDH1B1	0.3782284684221664
CLEC14A	0.3781899631738473
CEP112	0.3780298506760266
BRICD5	0.37792047907693654
GPR1	0.37777576086037606
SCML2	0.3774204129856304
PPP1R14C	0.3773653587501973
SF3B6	0.3771711643102438
EFEMP2	0.37712274201514534
HSPB8	0.37702028036642427
RUNX3	0.3770099377074102
INPP4A	0.3765537970999024
NELFB	0.3765507517445838
TRMT61B	0.37636280968344993
LINGO3	0.37620242879038773
